id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
bee143ab-83b1-407b-98d3-959ecd6c8f7f,DNL,Training NT,,2022-10-13 15:29:48,0.8245303630828857,6.491492942473085e-09,9.210130186780812e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
955869fe-8ebf-4aff-a0f2-fcf005e6050d,DNL,Training NT,,2022-10-13 15:29:49,0.8245079517364502,6.5072781296748846e-09,9.232526210382727e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
973c521a-c772-40ae-b2f9-8696836f8654,DNL,Training NT,,2022-10-13 15:29:51,0.8215599060058594,6.492495401270543e-09,9.211552475322647e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
a4561fd0-37a0-4068-9998-ccd29960bf01,DNL,Training NT,,2022-10-13 15:29:52,0.8267896175384521,6.509313898277469e-09,9.235414558876073e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
58a70b07-738c-42dc-b2e8-b59833aa39a5,DNL,Training NT,,2022-10-13 15:29:54,0.8222417831420898,6.49427541551025e-09,9.214077959525942e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
cce4f0a2-3688-4bce-b13b-5e813795fdad,DNL,Training NT,,2022-10-13 15:29:55,0.8271851539611816,6.485319611897467e-09,9.201371465360126e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
9669bd57-ca5a-41d1-81c7-c62b1d328e15,DNL,Training NT,,2022-10-13 15:29:57,0.8250038623809814,6.485130213320645e-09,9.201102746659327e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
fd39914a-465b-46f6-963f-37dce9e7b8ad,DNL,Training NT,,2022-10-13 15:29:59,0.8299868106842041,6.589419050726518e-09,9.349067749170785e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
ebfbb931-bf0f-4423-ad6b-104f8100b474,DNL,Training NT,,2022-10-13 15:30:00,0.8251268863677979,6.503262634964813e-09,9.226829026488076e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
8b0e625a-da56-40da-a144-c5e57c0bdbd8,DNL,Training NT,,2022-10-13 15:30:02,0.8269462585449219,6.535550108139887e-09,9.272638493428873e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
30d74b76-e881-4198-9301-ba6c2ce2281a,DNL,Training NT,,2022-10-13 15:30:03,0.8259894847869873,6.480026420092599e-09,9.19386148482738e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
cdc11750-03aa-496c-91b9-9833dc8e561c,DNL,Training NT,,2022-10-13 15:30:05,0.8281762599945068,6.502458521708831e-09,9.225688150600487e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
65e3c5dc-142c-40b9-b8f4-06462d21c122,DNL,Training NT,N/A,2022-10-13 15:30:06,0.8281245231628418,6.532885236936181e-09,9.268857574165054e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,nan
